Entry,Message,SignTime_uS
5050,"t=22.76,h=35.52,p=1008.48",46319
5051,"t=22.78,h=35.52,p=1008.48",46315
5052,"t=22.78,h=35.52,p=1008.48",46321
5053,"t=22.78,h=35.51,p=1008.46",46311
5054,"t=22.78,h=35.51,p=1008.46",46325
5055,"t=22.78,h=35.51,p=1008.49",46311
5056,"t=22.78,h=35.51,p=1008.49",46324
5057,"t=22.78,h=35.51,p=1008.48",46312
5058,"t=22.78,h=35.51,p=1008.48",46329
5059,"t=22.78,h=35.51,p=1008.45",46318
5060,"t=22.78,h=35.51,p=1008.45",46338
5061,"t=22.78,h=35.51,p=1008.48",46309
5062,"t=22.78,h=35.51,p=1008.48",46319
5063,"t=22.78,h=35.51,p=1008.48",46326
5064,"t=22.78,h=35.51,p=1008.49",46314
5065,"t=22.78,h=35.51,p=1008.49",46321
5066,"t=22.78,h=35.51,p=1008.52",46349
5067,"t=22.78,h=35.51,p=1008.52",46320
5068,"t=22.78,h=35.51,p=1008.49",46317
5069,"t=22.78,h=35.51,p=1008.49",46310
5070,"t=22.78,h=35.50,p=1008.51",46315
5071,"t=22.78,h=35.50,p=1008.51",46355
5072,"t=22.79,h=35.51,p=1008.51",46324
5073,"t=22.79,h=35.51,p=1008.51",46310
5074,"t=22.78,h=35.50,p=1008.50",46313
5075,"t=22.78,h=35.50,p=1008.50",46319
5076,"t=22.79,h=35.52,p=1008.50",46324
5077,"t=22.79,h=35.52,p=1008.50",46316
5078,"t=22.78,h=35.50,p=1008.53",46311
5079,"t=22.78,h=35.50,p=1008.53",46315
5080,"t=22.79,h=35.51,p=1008.51",46324
5081,"t=22.79,h=35.51,p=1008.51",46316
5082,"t=22.79,h=35.50,p=1008.50",46325
5083,"t=22.79,h=35.50,p=1008.50",46316
5084,"t=22.78,h=35.50,p=1008.48",46325
5085,"t=22.78,h=35.50,p=1008.48",46317
5086,"t=22.78,h=35.50,p=1008.50",46350
5087,"t=22.78,h=35.50,p=1008.50",46325
5088,"t=22.78,h=35.50,p=1008.49",46320
5089,"t=22.78,h=35.50,p=1008.49",46309
5090,"t=22.78,h=35.50,p=1008.49",46326
5091,"t=22.78,h=35.50,p=1008.49",46324
5092,"t=22.78,h=35.48,p=1008.50",46312
5093,"t=22.78,h=35.48,p=1008.50",46323
5094,"t=22.78,h=35.50,p=1008.48",46314
5095,"t=22.78,h=35.50,p=1008.48",46324
5096,"t=22.78,h=35.49,p=1008.51",46311
5097,"t=22.78,h=35.49,p=1008.51",46321
5098,"t=22.79,h=35.50,p=1008.50",46317
5099,"t=22.79,h=35.50,p=1008.50",46323
5100,"t=22.78,h=35.50,p=1008.50",46322
5101,"t=22.78,h=35.50,p=1008.50",46323
5102,"t=22.78,h=35.50,p=1008.47",46315
5103,"t=22.78,h=35.50,p=1008.47",46316
5104,"t=22.78,h=35.51,p=1008.51",46312
5105,"t=22.78,h=35.51,p=1008.51",46321
5106,"t=22.78,h=35.50,p=1008.50",46328
5107,"t=22.78,h=35.50,p=1008.50",46320
5108,"t=22.79,h=35.50,p=1008.50",46323
5109,"t=22.79,h=35.50,p=1008.50",46319
5110,"t=22.78,h=35.50,p=1008.49",46322
5111,"t=22.78,h=35.50,p=1008.49",46312
5112,"t=22.78,h=35.49,p=1008.48",46320
5113,"t=22.78,h=35.49,p=1008.48",46309
5114,"t=22.78,h=35.50,p=1008.48",46336
5115,"t=22.78,h=35.50,p=1008.48",46312
5116,"t=22.78,h=35.50,p=1008.48",46328
5117,"t=22.79,h=35.52,p=1008.49",46313
5118,"t=22.79,h=35.52,p=1008.49",46320
5119,"t=22.78,h=35.50,p=1008.47",46308
5120,"t=22.78,h=35.50,p=1008.47",46311
5121,"t=22.79,h=35.51,p=1008.50",46326
5122,"t=22.79,h=35.51,p=1008.50",46315
5123,"t=22.79,h=35.50,p=1008.49",46324
5124,"t=22.79,h=35.50,p=1008.49",46311
5125,"t=22.78,h=35.49,p=1008.49",46328
5126,"t=22.78,h=35.49,p=1008.49",46312
5127,"t=22.79,h=35.49,p=1008.51",46323
5128,"t=22.79,h=35.49,p=1008.51",46327
5129,"t=22.78,h=35.50,p=1008.45",46320
5130,"t=22.78,h=35.50,p=1008.45",46316
5131,"t=22.79,h=35.49,p=1008.50",46319
5132,"t=22.79,h=35.49,p=1008.50",46309
5133,"t=22.78,h=35.50,p=1008.51",46310
5134,"t=22.78,h=35.50,p=1008.51",46322
5135,"t=22.79,h=35.48,p=1008.48",46369
5136,"t=22.79,h=35.48,p=1008.48",46320
5137,"t=22.79,h=35.49,p=1008.53",46317
5138,"t=22.79,h=35.49,p=1008.53",46316
5139,"t=22.79,h=35.49,p=1008.54",46311
5140,"t=22.79,h=35.49,p=1008.54",46313
5141,"t=22.79,h=35.50,p=1008.51",46309
5142,"t=22.79,h=35.50,p=1008.51",46320
5143,"t=22.79,h=35.50,p=1008.51",46310
5144,"t=22.79,h=35.50,p=1008.51",46321
5145,"t=22.79,h=35.49,p=1008.51",46311
5146,"t=22.79,h=35.49,p=1008.51",46320
5147,"t=22.79,h=35.49,p=1008.50",46323
5148,"t=22.79,h=35.49,p=1008.50",46315
5149,"t=22.79,h=35.49,p=1008.51",46326
5150,"t=22.79,h=35.49,p=1008.51",46312
5151,"t=22.78,h=35.50,p=1008.51",46314
5152,"t=22.78,h=35.50,p=1008.51",46312
5153,"t=22.79,h=35.50,p=1008.50",46327
5154,"t=22.79,h=35.50,p=1008.50",46313
5155,"t=22.78,h=35.50,p=1008.52",46321
5156,"t=22.78,h=35.50,p=1008.52",46311
5157,"t=22.79,h=35.49,p=1008.52",46322
5158,"t=22.79,h=35.49,p=1008.52",46315
5159,"t=22.78,h=35.50,p=1008.51",46321
5160,"t=22.78,h=35.50,p=1008.51",46315
5161,"t=22.79,h=35.50,p=1008.49",46347
5162,"t=22.79,h=35.50,p=1008.49",46320
5163,"t=22.78,h=35.50,p=1008.50",46318
5164,"t=22.78,h=35.50,p=1008.50",46325
5165,"t=22.79,h=35.49,p=1008.50",46361
5166,"t=22.79,h=35.49,p=1008.50",46324
5167,"t=22.79,h=35.49,p=1008.50",46309
5168,"t=22.79,h=35.51,p=1008.48",46327
5169,"t=22.79,h=35.51,p=1008.48",46312
5170,"t=22.78,h=35.51,p=1008.50",46328
5171,"t=22.78,h=35.51,p=1008.50",46321
5172,"t=22.78,h=35.49,p=1008.49",46322
5173,"t=22.78,h=35.49,p=1008.49",46315
5174,"t=22.79,h=35.49,p=1008.50",46320
5175,"t=22.79,h=35.49,p=1008.50",46314
5176,"t=22.79,h=35.51,p=1008.50",46313
5177,"t=22.79,h=35.51,p=1008.50",46328
5178,"t=22.79,h=35.49,p=1008.49",46315
5179,"t=22.79,h=35.49,p=1008.49",46323
5180,"t=22.78,h=35.49,p=1008.49",46322
5181,"t=22.78,h=35.49,p=1008.49",46322
5182,"t=22.78,h=35.48,p=1008.52",46318
5183,"t=22.78,h=35.48,p=1008.52",46321
5184,"t=22.78,h=35.46,p=1008.51",46329
5185,"t=22.78,h=35.46,p=1008.51",46321
5186,"t=22.78,h=35.48,p=1008.49",46314
5187,"t=22.78,h=35.48,p=1008.49",46322
5188,"t=22.78,h=35.50,p=1008.52",46312
5189,"t=22.78,h=35.50,p=1008.52",46310
5190,"t=22.78,h=35.50,p=1008.50",46332
5191,"t=22.78,h=35.50,p=1008.50",46314
5192,"t=22.78,h=35.48,p=1008.51",46332
5193,"t=22.78,h=35.48,p=1008.51",46313
5194,"t=22.79,h=35.48,p=1008.50",46321
5195,"t=22.79,h=35.48,p=1008.50",46310
5196,"t=22.79,h=35.45,p=1008.51",46323
5197,"t=22.79,h=35.45,p=1008.51",46313
5198,"t=22.79,h=35.46,p=1008.51",46328
5199,"t=22.79,h=35.46,p=1008.51",46324
5200,"t=22.78,h=35.48,p=1008.49",46325
5201,"t=22.78,h=35.48,p=1008.49",46315
5202,"t=22.78,h=35.48,p=1008.48",46325
5203,"t=22.78,h=35.48,p=1008.48",46314
5204,"t=22.78,h=35.48,p=1008.53",46312
5205,"t=22.78,h=35.48,p=1008.53",46320
5206,"t=22.77,h=35.47,p=1008.46",46314
5207,"t=22.77,h=35.47,p=1008.46",46315
5208,"t=22.79,h=35.48,p=1008.50",46319
5209,"t=22.79,h=35.48,p=1008.50",46320
5210,"t=22.79,h=35.48,p=1008.50",46317
5211,"t=22.79,h=35.48,p=1008.50",46321
5212,"t=22.79,h=35.48,p=1008.52",46314
5213,"t=22.79,h=35.48,p=1008.52",46323
5214,"t=22.79,h=35.48,p=1008.49",46310
5215,"t=22.79,h=35.48,p=1008.49",46320
5216,"t=22.79,h=35.48,p=1008.52",46315
5217,"t=22.79,h=35.48,p=1008.52",46348
5218,"t=22.79,h=35.48,p=1008.52",46322
5219,"t=22.79,h=35.48,p=1008.49",46307
5220,"t=22.79,h=35.48,p=1008.49",46319
5221,"t=22.79,h=35.48,p=1008.51",46317
5222,"t=22.79,h=35.48,p=1008.51",46344
5223,"t=22.79,h=35.44,p=1008.51",46311
5224,"t=22.79,h=35.44,p=1008.51",46324
5225,"t=22.79,h=35.51,p=1008.53",46317
5226,"t=22.79,h=35.51,p=1008.53",46325
5227,"t=22.79,h=35.46,p=1008.54",46319
5228,"t=22.79,h=35.46,p=1008.54",46329
5229,"t=22.79,h=35.49,p=1008.49",46318
5230,"t=22.79,h=35.49,p=1008.49",46322
5231,"t=22.79,h=35.49,p=1008.52",46312
5232,"t=22.79,h=35.49,p=1008.52",46319
5233,"t=22.79,h=35.46,p=1008.50",46328
5234,"t=22.79,h=35.46,p=1008.50",46316
5235,"t=22.78,h=35.48,p=1008.52",46321
5236,"t=22.78,h=35.48,p=1008.52",46311
5237,"t=22.79,h=35.49,p=1008.52",46318
5238,"t=22.79,h=35.49,p=1008.52",46315
5239,"t=22.79,h=35.46,p=1008.53",46324
5240,"t=22.79,h=35.46,p=1008.53",46323
5241,"t=22.78,h=35.48,p=1008.52",46321
5242,"t=22.78,h=35.48,p=1008.52",46314
5243,"t=22.79,h=35.48,p=1008.50",46322
5244,"t=22.79,h=35.48,p=1008.50",46313
5245,"t=22.78,h=35.49,p=1008.50",46317
5246,"t=22.78,h=35.49,p=1008.50",46315
5247,"t=22.79,h=35.49,p=1008.49",46312
5248,"t=22.79,h=35.49,p=1008.49",46325
5249,"t=22.79,h=35.48,p=1008.52",46312
5250,"t=22.79,h=35.48,p=1008.52",46323
5251,"t=22.78,h=35.49,p=1008.49",46317
5252,"t=22.78,h=35.49,p=1008.49",46322
5253,"t=22.79,h=35.48,p=1008.52",46316
5254,"t=22.79,h=35.48,p=1008.52",46309
5255,"t=22.78,h=35.46,p=1008.53",46317
5256,"t=22.78,h=35.46,p=1008.53",46322
5257,"t=22.78,h=35.46,p=1008.49",46313
5258,"t=22.78,h=35.46,p=1008.49",46322
5259,"t=22.78,h=35.46,p=1008.50",46305
5260,"t=22.78,h=35.46,p=1008.50",46362
5261,"t=22.78,h=35.46,p=1008.51",46323
5262,"t=22.78,h=35.46,p=1008.51",46350
5263,"t=22.79,h=35.46,p=1008.50",46326
5264,"t=22.79,h=35.46,p=1008.50",46333
5265,"t=22.78,h=35.48,p=1008.50",46324
5266,"t=22.78,h=35.48,p=1008.50",46310
5267,"t=22.78,h=35.48,p=1008.47",46323
5268,"t=22.78,h=35.48,p=1008.47",46315
5269,"t=22.78,h=35.48,p=1008.47",46322
5270,"t=22.79,h=35.46,p=1008.49",46309
5271,"t=22.79,h=35.46,p=1008.49",46317
5272,"t=22.79,h=35.48,p=1008.48",46316
5273,"t=22.79,h=35.48,p=1008.48",46321
5274,"t=22.79,h=35.48,p=1008.49",46310
5275,"t=22.79,h=35.48,p=1008.49",46308
5276,"t=22.78,h=35.45,p=1008.49",46324
5277,"t=22.78,h=35.45,p=1008.49",46316
5278,"t=22.79,h=35.48,p=1008.52",46324
5279,"t=22.79,h=35.48,p=1008.52",46316
5280,"t=22.79,h=35.48,p=1008.50",46321
5281,"t=22.79,h=35.48,p=1008.50",46316
5282,"t=22.77,h=35.49,p=1008.45",46328
5283,"t=22.77,h=35.49,p=1008.45",46321
5284,"t=22.78,h=35.47,p=1008.49",46325
5285,"t=22.78,h=35.47,p=1008.49",46313
5286,"t=22.78,h=35.48,p=1008.50",46324
5287,"t=22.78,h=35.48,p=1008.50",46342
5288,"t=22.79,h=35.48,p=1008.47",46343
5289,"t=22.79,h=35.48,p=1008.47",46324
5290,"t=22.79,h=35.48,p=1008.50",46312
5291,"t=22.79,h=35.48,p=1008.50",46324
5292,"t=22.79,h=35.44,p=1008.50",46314
5293,"t=22.79,h=35.44,p=1008.50",46321
5294,"t=22.79,h=35.48,p=1008.48",46315
5295,"t=22.79,h=35.48,p=1008.48",46319
5296,"t=22.79,h=35.46,p=1008.50",46318
5297,"t=22.79,h=35.46,p=1008.50",46323
5298,"t=22.79,h=35.48,p=1008.52",46317
5299,"t=22.79,h=35.48,p=1008.52",46321
5300,"t=22.79,h=35.49,p=1008.52",46314
5301,"t=22.79,h=35.49,p=1008.52",46322
5302,"t=22.79,h=35.50,p=1008.51",46308
5303,"t=22.79,h=35.50,p=1008.51",46312
5304,"t=22.79,h=35.50,p=1008.49",46321
5305,"t=22.79,h=35.50,p=1008.49",46313
5306,"t=22.78,h=35.50,p=1008.46",46324
5307,"t=22.78,h=35.50,p=1008.46",46317
5308,"t=22.79,h=35.50,p=1008.47",46322
5309,"t=22.79,h=35.50,p=1008.47",46313
5310,"t=22.79,h=35.51,p=1008.49",46322
5311,"t=22.79,h=35.51,p=1008.49",46306
5312,"t=22.79,h=35.51,p=1008.48",46328
5313,"t=22.79,h=35.51,p=1008.48",46312
5314,"t=22.79,h=35.51,p=1008.51",46321
5315,"t=22.79,h=35.51,p=1008.51",46312
5316,"t=22.79,h=35.51,p=1008.50",46317
5317,"t=22.79,h=35.51,p=1008.50",46326
5318,"t=22.79,h=35.51,p=1008.52",46310
5319,"t=22.79,h=35.51,p=1008.52",46323
5320,"t=22.79,h=35.51,p=1008.52",46310
5321,"t=22.79,h=35.54,p=1008.50",46313
5322,"t=22.79,h=35.54,p=1008.50",46306
5323,"t=22.79,h=35.52,p=1008.51",46321
5324,"t=22.79,h=35.52,p=1008.51",46317
5325,"t=22.79,h=35.51,p=1008.49",46317
5326,"t=22.79,h=35.51,p=1008.49",46312
5327,"t=22.79,h=35.53,p=1008.51",46319
5328,"t=22.79,h=35.53,p=1008.51",46317
5329,"t=22.79,h=35.48,p=1008.50",46318
5330,"t=22.79,h=35.48,p=1008.50",46311
5331,"t=22.79,h=35.50,p=1008.50",46313
5332,"t=22.79,h=35.50,p=1008.50",46323
5333,"t=22.79,h=35.51,p=1008.49",46310
5334,"t=22.79,h=35.51,p=1008.49",46318
5335,"t=22.79,h=35.52,p=1008.50",46317
5336,"t=22.79,h=35.52,p=1008.50",46325
5337,"t=22.79,h=35.51,p=1008.50",46320
5338,"t=22.79,h=35.51,p=1008.50",46333
5339,"t=22.79,h=35.52,p=1008.50",46312
5340,"t=22.79,h=35.52,p=1008.50",46330
5341,"t=22.79,h=35.52,p=1008.49",46319
5342,"t=22.79,h=35.52,p=1008.49",46315
5343,"t=22.79,h=35.50,p=1008.51",46320
5344,"t=22.79,h=35.50,p=1008.51",46317
5345,"t=22.79,h=35.50,p=1008.49",46318
5346,"t=22.79,h=35.50,p=1008.49",46314
5347,"t=22.80,h=35.51,p=1008.47",46306
5348,"t=22.80,h=35.51,p=1008.47",46313
5349,"t=22.79,h=35.51,p=1008.49",46316
5350,"t=22.79,h=35.51,p=1008.49",46313
5351,"t=22.79,h=35.49,p=1008.49",46323
5352,"t=22.79,h=35.49,p=1008.49",46315
5353,"t=22.79,h=35.50,p=1008.48",46329
5354,"t=22.79,h=35.50,p=1008.48",46322
5355,"t=22.79,h=35.51,p=1008.52",46322
5356,"t=22.79,h=35.51,p=1008.52",46309
5357,"t=22.79,h=35.51,p=1008.50",46326
5358,"t=22.79,h=35.51,p=1008.50",46314
5359,"t=22.79,h=35.51,p=1008.51",46314
5360,"t=22.79,h=35.51,p=1008.51",46322
5361,"t=22.79,h=35.51,p=1008.49",46362
5362,"t=22.79,h=35.51,p=1008.49",46321
5363,"t=22.80,h=35.51,p=1008.52",46311
5364,"t=22.80,h=35.51,p=1008.52",46324
5365,"t=22.80,h=35.51,p=1008.51",46311
5366,"t=22.80,h=35.51,p=1008.51",46323
5367,"t=22.79,h=35.51,p=1008.51",46311
5368,"t=22.79,h=35.51,p=1008.51",46321
5369,"t=22.79,h=35.50,p=1008.51",46314
5370,"t=22.79,h=35.50,p=1008.51",46318
5371,"t=22.79,h=35.50,p=1008.51",46317
5372,"t=22.79,h=35.50,p=1008.51",46308
5373,"t=22.79,h=35.50,p=1008.51",46320
5374,"t=22.79,h=35.50,p=1008.50",46318
5375,"t=22.79,h=35.50,p=1008.50",46324
5376,"t=22.79,h=35.50,p=1008.51",46324
5377,"t=22.79,h=35.50,p=1008.51",46319
5378,"t=22.80,h=35.46,p=1008.52",46313
5379,"t=22.80,h=35.46,p=1008.52",46322
5380,"t=22.80,h=35.48,p=1008.50",46319
5381,"t=22.80,h=35.48,p=1008.50",46327
5382,"t=22.80,h=35.49,p=1008.50",46312
5383,"t=22.80,h=35.49,p=1008.50",46322
5384,"t=22.80,h=35.50,p=1008.54",46311
5385,"t=22.80,h=35.50,p=1008.54",46316
5386,"t=22.80,h=35.48,p=1008.53",46332
5387,"t=22.80,h=35.48,p=1008.53",46349
5388,"t=22.80,h=35.48,p=1008.52",46328
5389,"t=22.80,h=35.48,p=1008.52",46311
5390,"t=22.80,h=35.49,p=1008.51",46321
5391,"t=22.80,h=35.49,p=1008.51",46342
5392,"t=22.79,h=35.50,p=1008.51",46318
5393,"t=22.79,h=35.50,p=1008.51",46313
5394,"t=22.80,h=35.49,p=1008.53",46318
5395,"t=22.80,h=35.49,p=1008.53",46307
5396,"t=22.79,h=35.50,p=1008.49",46321
5397,"t=22.79,h=35.50,p=1008.49",46310
5398,"t=22.79,h=35.49,p=1008.51",46329
5399,"t=22.79,h=35.49,p=1008.51",46331
5400,"t=22.80,h=35.49,p=1008.53",46323
5401,"t=22.80,h=35.49,p=1008.53",46348
5402,"t=22.80,h=35.48,p=1008.54",46308
5403,"t=22.80,h=35.48,p=1008.54",46338
5404,"t=22.80,h=35.48,p=1008.51",46319
5405,"t=22.80,h=35.48,p=1008.51",46312
5406,"t=22.79,h=35.45,p=1008.51",46314
5407,"t=22.79,h=35.45,p=1008.51",46336
5408,"t=22.80,h=35.48,p=1008.52",46314
5409,"t=22.80,h=35.48,p=1008.52",46321
5410,"t=22.79,h=35.48,p=1008.52",46312
5411,"t=22.79,h=35.48,p=1008.52",46323
5412,"t=22.79,h=35.48,p=1008.49",46325
5413,"t=22.79,h=35.48,p=1008.49",46318
5414,"t=22.79,h=35.48,p=1008.53",46314
5415,"t=22.79,h=35.48,p=1008.53",46324
5416,"t=22.79,h=35.48,p=1008.53",46311
5417,"t=22.79,h=35.48,p=1008.53",46315
5418,"t=22.79,h=35.49,p=1008.48",46322
5419,"t=22.79,h=35.49,p=1008.48",46317
5420,"t=22.80,h=35.48,p=1008.51",46318
5421,"t=22.80,h=35.48,p=1008.51",46315
5422,"t=22.80,h=35.48,p=1008.51",46319
5423,"t=22.80,h=35.48,p=1008.51",46310
5424,"t=22.80,h=35.48,p=1008.54",46322
5425,"t=22.80,h=35.48,p=1008.54",46309
5426,"t=22.80,h=35.48,p=1008.54",46318
5427,"t=22.80,h=35.48,p=1008.51",46310
5428,"t=22.80,h=35.48,p=1008.51",46322
5429,"t=22.80,h=35.46,p=1008.51",46309
5430,"t=22.80,h=35.46,p=1008.51",46311
5431,"t=22.80,h=35.45,p=1008.51",46322
5432,"t=22.80,h=35.45,p=1008.51",46362
5433,"t=22.80,h=35.46,p=1008.50",46321
5434,"t=22.80,h=35.46,p=1008.50",46306
5435,"t=22.79,h=35.45,p=1008.51",46328
5436,"t=22.79,h=35.45,p=1008.51",46322
5437,"t=22.79,h=35.46,p=1008.49",46306
5438,"t=22.79,h=35.46,p=1008.49",46306
5439,"t=22.79,h=35.48,p=1008.53",46321
5440,"t=22.79,h=35.48,p=1008.53",46315
5441,"t=22.79,h=35.45,p=1008.53",46325
5442,"t=22.79,h=35.45,p=1008.53",46319
5443,"t=22.79,h=35.46,p=1008.54",46335
5444,"t=22.79,h=35.46,p=1008.54",46327
5445,"t=22.79,h=35.46,p=1008.51",46317
5446,"t=22.79,h=35.46,p=1008.51",46329
5447,"t=22.79,h=35.46,p=1008.52",46329
5448,"t=22.79,h=35.46,p=1008.52",46323
5449,"t=22.79,h=35.45,p=1008.51",46318
5450,"t=22.79,h=35.45,p=1008.51",46320
5451,"t=22.80,h=35.46,p=1008.51",46311
5452,"t=22.80,h=35.46,p=1008.51",46322
5453,"t=22.79,h=35.43,p=1008.52",46314
5454,"t=22.79,h=35.43,p=1008.52",46324
5455,"t=22.79,h=35.43,p=1008.51",46311
5456,"t=22.79,h=35.43,p=1008.51",46324
5457,"t=22.79,h=35.45,p=1008.52",46305
5458,"t=22.79,h=35.45,p=1008.52",46306
5459,"t=22.79,h=35.46,p=1008.49",46317
5460,"t=22.79,h=35.46,p=1008.49",46345
5461,"t=22.80,h=35.46,p=1008.51",46323
5462,"t=22.80,h=35.46,p=1008.51",46332
5463,"t=22.80,h=35.46,p=1008.49",46322
5464,"t=22.80,h=35.46,p=1008.49",46312
5465,"t=22.79,h=35.46,p=1008.51",46327
5466,"t=22.79,h=35.46,p=1008.51",46321
5467,"t=22.80,h=35.46,p=1008.51",46319
5468,"t=22.80,h=35.46,p=1008.51",46318
5469,"t=22.79,h=35.46,p=1008.50",46322
5470,"t=22.79,h=35.46,p=1008.50",46314
5471,"t=22.80,h=35.46,p=1008.51",46310
5472,"t=22.80,h=35.46,p=1008.51",46321
5473,"t=22.79,h=35.46,p=1008.51",46321
5474,"t=22.79,h=35.46,p=1008.51",46316
5475,"t=22.79,h=35.46,p=1008.49",46312
5476,"t=22.79,h=35.48,p=1008.49",46316
5477,"t=22.79,h=35.48,p=1008.49",46313
5478,"t=22.79,h=35.46,p=1008.53",46327
5479,"t=22.79,h=35.46,p=1008.53",46319
5480,"t=22.79,h=35.46,p=1008.51",46331
5481,"t=22.79,h=35.46,p=1008.51",46326
5482,"t=22.79,h=35.46,p=1008.51",46332
5483,"t=22.79,h=35.46,p=1008.51",46319
5484,"t=22.79,h=35.46,p=1008.51",46332
5485,"t=22.79,h=35.46,p=1008.51",46317
5486,"t=22.80,h=35.46,p=1008.50",46338
5487,"t=22.80,h=35.46,p=1008.50",46325
5488,"t=22.79,h=35.48,p=1008.50",46313
5489,"t=22.79,h=35.48,p=1008.50",46322
5490,"t=22.80,h=35.46,p=1008.50",46309
5491,"t=22.80,h=35.46,p=1008.50",46307
5492,"t=22.80,h=35.49,p=1008.53",46306
5493,"t=22.80,h=35.49,p=1008.53",46305
5494,"t=22.80,h=35.43,p=1008.50",46311
5495,"t=22.80,h=35.43,p=1008.50",46324
5496,"t=22.80,h=35.46,p=1008.52",46315
5497,"t=22.80,h=35.46,p=1008.52",46311
5498,"t=22.80,h=35.48,p=1008.52",46314
5499,"t=22.80,h=35.48,p=1008.52",46315
5500,"t=22.80,h=35.46,p=1008.55",46321
5501,"t=22.80,h=35.46,p=1008.55",46306
5502,"t=22.80,h=35.45,p=1008.54",46318
5503,"t=22.80,h=35.45,p=1008.54",46319
5504,"t=22.80,h=35.45,p=1008.51",46321
5505,"t=22.80,h=35.45,p=1008.51",46312
5506,"t=22.80,h=35.46,p=1008.52",46323
5507,"t=22.80,h=35.46,p=1008.52",46317
5508,"t=22.80,h=35.46,p=1008.54",46321
5509,"t=22.80,h=35.46,p=1008.54",46323
5510,"t=22.80,h=35.45,p=1008.52",46318
5511,"t=22.80,h=35.45,p=1008.52",46317
5512,"t=22.80,h=35.46,p=1008.54",46320
5513,"t=22.80,h=35.46,p=1008.54",46308
5514,"t=22.80,h=35.46,p=1008.53",46318
5515,"t=22.80,h=35.46,p=1008.53",46324
5516,"t=22.79,h=35.46,p=1008.51",46324
5517,"t=22.79,h=35.46,p=1008.51",46328
5518,"t=22.80,h=35.47,p=1008.52",46308
5519,"t=22.80,h=35.47,p=1008.52",46312
5520,"t=22.80,h=35.46,p=1008.51",46310
5521,"t=22.80,h=35.46,p=1008.51",46324
5522,"t=22.80,h=35.46,p=1008.50",46308
5523,"t=22.80,h=35.46,p=1008.50",46321
5524,"t=22.80,h=35.46,p=1008.51",46309
5525,"t=22.80,h=35.46,p=1008.51",46311
5526,"t=22.80,h=35.46,p=1008.51",46309
5527,"t=22.80,h=35.49,p=1008.53",46310
5528,"t=22.80,h=35.49,p=1008.53",46319
5529,"t=22.80,h=35.48,p=1008.50",46316
5530,"t=22.80,h=35.48,p=1008.50",46330
5531,"t=22.80,h=35.47,p=1008.53",46314
5532,"t=22.80,h=35.47,p=1008.53",46326
5533,"t=22.80,h=35.44,p=1008.54",46321
5534,"t=22.80,h=35.44,p=1008.54",46330
5535,"t=22.79,h=35.46,p=1008.52",46313
5536,"t=22.79,h=35.46,p=1008.52",46323
5537,"t=22.80,h=35.45,p=1008.54",46318
5538,"t=22.80,h=35.45,p=1008.54",46325
5539,"t=22.80,h=35.48,p=1008.54",46312
5540,"t=22.80,h=35.48,p=1008.54",46315
5541,"t=22.80,h=35.46,p=1008.54",46315
5542,"t=22.80,h=35.46,p=1008.54",46324
5543,"t=22.80,h=35.46,p=1008.52",46314
5544,"t=22.80,h=35.46,p=1008.52",46311
5545,"t=22.80,h=35.47,p=1008.54",46326
5546,"t=22.80,h=35.47,p=1008.54",46311
5547,"t=22.80,h=35.48,p=1008.52",46323
5548,"t=22.80,h=35.48,p=1008.52",46310
5549,"t=22.80,h=35.44,p=1008.56",46325
5550,"t=22.80,h=35.44,p=1008.56",46327
5551,"t=22.80,h=35.46,p=1008.54",46318
5552,"t=22.80,h=35.46,p=1008.54",46314
5553,"t=22.80,h=35.45,p=1008.54",46325
5554,"t=22.80,h=35.45,p=1008.54",46316
5555,"t=22.79,h=35.46,p=1008.51",46317
5556,"t=22.79,h=35.46,p=1008.51",46326
5557,"t=22.79,h=35.45,p=1008.52",46308
5558,"t=22.79,h=35.45,p=1008.52",46315
5559,"t=22.80,h=35.45,p=1008.55",46343
5560,"t=22.80,h=35.45,p=1008.55",46326
5561,"t=22.80,h=35.45,p=1008.53",46314
5562,"t=22.80,h=35.45,p=1008.53",46312
5563,"t=22.80,h=35.45,p=1008.53",46321
5564,"t=22.80,h=35.45,p=1008.53",46307
5565,"t=22.80,h=35.45,p=1008.51",46313
5566,"t=22.80,h=35.45,p=1008.51",46324
5567,"t=22.80,h=35.45,p=1008.54",46315
5568,"t=22.80,h=35.45,p=1008.54",46329
5569,"t=22.80,h=35.45,p=1008.54",46318
5570,"t=22.80,h=35.45,p=1008.54",46352
5571,"t=22.80,h=35.44,p=1008.56",46313
5572,"t=22.80,h=35.44,p=1008.56",46314
5573,"t=22.80,h=35.44,p=1008.52",46324
5574,"t=22.80,h=35.44,p=1008.52",46309
5575,"t=22.80,h=35.44,p=1008.52",46324
5576,"t=22.80,h=35.44,p=1008.52",46320
5577,"t=22.80,h=35.44,p=1008.55",46319
5578,"t=22.81,h=35.43,p=1008.55",46313
5579,"t=22.81,h=35.43,p=1008.55",46324
5580,"t=22.80,h=35.44,p=1008.54",46319
5581,"t=22.80,h=35.44,p=1008.54",46330
5582,"t=22.80,h=35.44,p=1008.52",46321
5583,"t=22.80,h=35.44,p=1008.52",46319
5584,"t=22.80,h=35.44,p=1008.51",46319
5585,"t=22.80,h=35.44,p=1008.51",46323
5586,"t=22.80,h=35.44,p=1008.52",46319
